"dateTime","code","value"
"1998-12-08","TN",2.251
"1999-01-12","TN",1.71
"1999-02-10","TN",2.148
"1999-03-15","TN",2.308
"1999-03-30","TN",2.0195
"1999-04-19","TN",1.644
"1999-04-28","TN",2.828
"1999-05-06","TN",3.62
"1999-05-26","TN",2.903
"1999-06-10","TN",3.7375
"1999-06-24","TN",3.445
"1999-07-21","TN",2.688
"1999-08-05","TN",2.38
"1999-09-14","TN",1.43
"1999-11-11","TN",1.226
"1999-12-01","TN",1.484
"2000-01-27","TN",1.568
"2000-02-17","TN",1.65
"2000-03-14","TN",2.217
"2000-03-29","TN",2.088
"2000-04-12","TN",1.698
"2000-05-10","TN",1.699
"2000-05-23","TN",2.293
"2000-06-06","TN",1.729
"2000-07-18","TN",3.485
"2000-08-25","TN",1.575
"2000-09-21","TN",1.0645
"2000-11-28","TN",1.653
"2000-12-14","TN",1.591
"2001-01-24","TN",2.461
"2001-02-27","TN",2.827
"2001-03-14","TN",2.5785
"2001-04-02","TN",1.95
"2001-04-16","TN",3.111
"2001-04-23","TN",3.242
"2001-05-07","TN",3.534
"2001-05-21","TN",3.728
"2001-06-25","TN",3.4955
"2001-07-10","TN",3.692
"2001-07-18","TN",2.977
"2001-08-27","TN",1.362
"2001-09-19","TN",0.971
"2001-10-30","TN",1.476
"2001-12-18","TN",1.55
"2002-01-22","TN",1.816
"2002-02-04","TN",1.9035
"2002-02-18","TN",1.887
"2002-03-13","TN",2.496
"2002-03-25","TN",2.413
"2002-04-10","TN",1.574
"2002-04-22","TN",1.853
"2002-05-07","TN",2.3045
"2002-05-28","TN",1.813
"2002-08-05","TN",1.718
"2002-08-19","TN",1.212
"2002-09-09","TN",1.546
"2002-11-12","TN",1.617
"2003-01-14","TN",1.804
"2003-01-28","TN",1.702
"2003-02-12","TN",1.73
"2003-02-24","TN",1.734
"2003-03-10","TN",1.455
"2003-03-24","TN",1.64
"2003-04-15","TN",1.857
"2003-04-29","TN",1.52
"2003-05-12","TN",1.897
"2003-05-27","TN",2.003
"2003-06-16","TN",2.058
"2003-07-14","TN",2.011
"2003-08-12","TN",2.172
"2003-09-23","TN",1.271
"2003-10-27","TN",1.105
"2003-12-09","TN",2.175
"2004-01-13","TN",2.0345
"2004-01-29","TN",2.024
"2004-02-17","TN",1.521
"2004-03-02","TN",1.563
"2004-03-16","TN",2.5575
"2004-03-30","TN",2.226
"2004-05-06","TN",1.609
"2004-05-18","TN",1.685
"2004-06-08","TN",3.351
